customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_city,customer_state,customer_zipcode,customer_country,customer_segment,customer_street
19454,Karina,Prince,XXXXXXXXX,XXXXXXXXX,Newark,DE,19702.0,EE. UU.,Consumer,2556 Umber Autoroute
19453,Deanna,Goff,XXXXXXXXX,XXXXXXXXX,Panorama City,CA,91402.0,EE. UU.,Consumer,3722 Thunder Cape
19452,Dacey,Walters,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,2676 Velvet Common
19451,Adele,Pennington,XXXXXXXXX,XXXXXXXXX,Atlanta,GA,30318.0,EE. UU.,Home Office,833 Amber Anchor Glen
19450,Sybill,Spencer,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,830 Quaking Bear Grounds
19449,Kay,Sandoval,XXXXXXXXX,XXXXXXXXX,Fremont,CA,94539.0,EE. UU.,Consumer,1509 Middle Oak Isle
19448,Stacy,Mckinney,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Corporate,9712 Fallen Robin Diversion
19447,Marah,Lara,XXXXXXXXX,XXXXXXXXX,Rochester,NY,14609.0,EE. UU.,Corporate,8665 Sunny Deer Woods
19446,Taylor,Wood,XXXXXXXXX,XXXXXXXXX,Dallas,TX,75211.0,EE. UU.,Corporate,9879 Harvest Deer Farms
9083,Mary,Frank,XXXXXXXXX,XXXXXXXXX,Bayamon,PR,957.0,Puerto Rico,Home Office,75 Sunny Grounds
4741,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,9731 Honey Fox Towers
639,Elizabeth,Pittman,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,7573 Golden Treasure Centre
9702,Katherine,Tyler,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,8369 Sunny Crossing
9114,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,1425 Fallen Fox Arbor
1362,Dennis,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,2290 Crystal Pathway
8011,Mary,Hill,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,6179 Noble Panda Moor
3296,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,8205 Silver Grove Row
3182,Frances,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,7786 Middle Private
7864,Alice,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,4294 High Passage
11169,Kyle,Thomas,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,5274 Easy Beach
5197,Brenda,Jordan,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,4692 Jagged Thicket
1535,Frank,Livingston,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,5161 Crystal Quail Jetty
6122,Johnny,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,1465 Round Fawn Passage
9451,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,5723 Cinder Loop
542,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,2991 Silent Deer Landing
11329,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,5086 Emerald Fox Farms
3570,Mary,Nelson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,3909 Hidden Treasure Beach
650,Austin,Sexton,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,4691 Cinder Crest
9353,Michael,Scott,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,5703 Tawny Creek Townline
54,Mary,Olson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,7333 Cinder Way
12151,Vincent,Krueger,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,9404 Heather Bluff Dale
10018,Gregory,Rodriguez,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,1632 Green Fawn Corners
4936,Kyle,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,8344 Noble Mountain Gate
8707,Lisa,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,7208 Bright Landing
1025,Megan,Todd,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,1393 Umber Sky Estates
8831,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,8165 Red Lane
10679,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,331 Grand Orchard
5007,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,2264 Thunder Abbey
9854,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,9082 Merry Lookout
376,Grace,Sanchez,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,6468 Fallen Close
5417,Dennis,Meyer,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,7342 Hidden Walk
10759,Douglas,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,577 Rustic Nectar Row
8541,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,5700 Little Circle
3752,Mary,Vega,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,7840 Umber Sky Villas
4673,Wayne,Hodges,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,7509 Iron Concession
5367,Mary,Mccormick,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,2199 Silver Autumn Key
10485,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,9470 Shady View Bend
9272,Ronald,Blackwell,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Home Office,9366 Silent Nectar Highway
647,Mary,Rios,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4167 Stony Extension
6398,Tammy,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7370 Sleepy Way
4209,Mary,Lara,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1613 Broad Beach
8917,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4992 Jagged Forest Subdivision
7784,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3216 Red Glade
1425,Christina,Harvey,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3481 Crystal Campus
2737,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5424 Rustic Anchor Boulevard
6428,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3567 Heather Knoll
6543,Alexander,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7958 Thunder Apple Street
3990,Sandra,Smith,XXXXXXXXX,XXXXXXXXX,Guayama,PR,784.0,Puerto Rico,Consumer,6496 Harvest Highlands
8524,Ruth,Farrell,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1453 Lazy Cider Hill
9204,Mary,Harris,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8713 Quaking Abbey
11761,Lauren,Coleman,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1285 Noble Pointe
9554,Mary,Hayes,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6314 Honey Canyon
5118,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1388 Blue Turnabout
5506,Gregory,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1122 Old Fox Lookout
1423,Mary,Day,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,257 Iron Elk Maze
138,Mary,Dawson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9544 Noble Spring Route
6360,Mary,Phillips,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7094 Misty Wynd
2053,Ronald,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1025 Colonial Plaza
10344,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Juana Diaz,PR,795.0,Puerto Rico,Consumer,2839 Grand Timber Canyon
3375,Mary,Sanchez,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6174 Wishing Front
1339,Melissa,Mack,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9447 Dusty Gate Centre
7247,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6401 Shady Embers Farms
1273,Maria,Evans,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,595 Indian Path
6277,Eugene,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1820 Noble Elk Harbour
7701,James,Lawson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1577 Green Vista
4126,John,Stokes,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9920 Little Lane
9528,Mary,Flores,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3089 Gentle Horse Chase
1853,Mary,Austin,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4090 Colonial End
11149,Roy,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4601 Amber Grove Hollow
5828,Katherine,Oconnell,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2127 Middle Goose Mews
6887,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8840 Harvest Towers
4781,Janet,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8617 Cinder Mountain Forest
10668,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5087 Crystal Hills Manor
5421,Mary,Carlson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1548 Lazy Place
10200,Nicole,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9009 Merry Nectar Heights
11254,Sharon,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4316 Misty Way
11106,Mary,Navarro,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6324 Lazy Lane
8456,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9198 Rocky Run
6149,Matthew,Bush,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5736 Heather Byway
1473,Anthony,Young,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7334 Umber Expressway
1840,Jerry,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,427 Grand Branch Hill
6757,Mary,Freeman,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2035 Lazy Diversion
3972,Laura,Bennett,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4520 Grand Port
9316,Megan,Sanders,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7489 Green End
11213,Mary,Black,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,620 Thunder Creek Towers
3474,Jack,Hatfield,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,555 Lazy Robin Freeway
14630,Kirestin,Barr,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4722 Round Embers Falls
13256,Nora,Downs,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1836 Cozy View Orchard
14665,Jennifer,Stokes,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5257 Umber Field
13363,Madonna,Ingram,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9079 Dewy Deer Harbour
14645,Noelani,Hyde,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1284 High Apple Highlands
13163,Sydnee,Nolan,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9816 Grand Hills Knoll
14553,Willa,Potter,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5301 Blue Street
14287,Alma,Delgado,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7274 Middle Wynd
13179,Ila,Knight,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2668 Velvet Row 
13035,Belle,Booker,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,567 Fallen Pines 
14322,Alyssa,Contreras,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9870 Little Hickory Loop
13196,Lani,Nash,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5763 Green Crossing 
14604,Demetria,Jarvis,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4854 Tawny Cove
12961,Joan,Nixon,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8297 Golden Green 
14676,Gay,Harper,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7293 Lazy Hill
14087,Audrey,Acosta,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8967 Sleepy Lane
13194,Riley,Jones,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6370 Emerald Row 
14513,Imani,Kelly,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3065 Foggy Horse Port
13461,Mechelle,Parker,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1393 Umber Sky Estates
14510,Imani,Castaneda,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5493 Burning Horse Heath
13190,Whitney,Henderson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,529 Blue Grove Rise
14508,Roanna,Martin,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4462 Little Lagoon Route
14472,Vivian,Hays,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9854 Jagged Impasse
14562,Xantha,Brock,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5336 Sleepy Sky Common
13206,Zia,Davis,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3836 Blue Brook Stead
13080,Mara,Duffy,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4896 Honey Wood 
14633,Sloane,Long,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4592 Grand Timber Ramp
14097,Winifred,Alexander,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,146 Middle Terrace
13024,Giselle,Farrell,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3710 Little Nook 
778,John,Buckley,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9598 Cinder Close
7146,Nancy,Curry,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6998 Old Treasure Crossing
6365,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,100 Jagged Cloud Pathway
8422,Wayne,Crawford,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8110 Old Place
3784,Mary,Sharp,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9221 Cotton Butterfly Terrace
10519,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4110 Quaking Abbey
7132,David,Guerra,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6574 Shady Horse Wood
3709,Mary,Padilla,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4555 Amber Apple Cape
1509,Patricia,Petersen,XXXXXXXXX,XXXXXXXXX,Freeport,NY,11520.0,EE. UU.,Consumer,3675 Emerald Goose Bank
1636,Julie,Petersen,XXXXXXXXX,XXXXXXXXX,Fort Washington,MD,20744.0,EE. UU.,Consumer,9375 Harvest Circuit
2784,Lisa,Smith,XXXXXXXXX,XXXXXXXXX,Bakersfield,CA,93304.0,EE. UU.,Consumer,3993 Thunder Hills Port
9174,Tyler,Smith,XXXXXXXXX,XXXXXXXXX,Corona,NY,11368.0,EE. UU.,Consumer,9414 Thunder Island Court
122,Karen,Smith,XXXXXXXXX,XXXXXXXXX,Cincinnati,OH,45238.0,EE. UU.,Consumer,7573 Cozy Goose Road
3800,Shawn,Smith,XXXXXXXXX,XXXXXXXXX,Germantown,MD,20874.0,EE. UU.,Consumer,5985 Silent Leaf Vale
10029,Mary,Silva,XXXXXXXXX,XXXXXXXXX,Carrollton,TX,75006.0,EE. UU.,Consumer,1230 Crystal Lookout
2805,Willie,Smith,XXXXXXXXX,XXXXXXXXX,Houston,TX,77093.0,EE. UU.,Consumer,6350 Lost Hollow
12253,Mary,Chan,XXXXXXXXX,XXXXXXXXX,Carlisle,PA,17013.0,EE. UU.,Consumer,4898 Red Butterfly Autoroute
3528,Nicole,Brooks,XXXXXXXXX,XXXXXXXXX,Los Angeles,CA,90023.0,EE. UU.,Consumer,7312 Crystal Willow Villas
11018,Bruce,Smith,XXXXXXXXX,XXXXXXXXX,Ewa Beach,HI,96706.0,EE. UU.,Consumer,9595 Blue Promenade
3222,Mary,Williams,XXXXXXXXX,XXXXXXXXX,Lakewood,NJ,8701.0,EE. UU.,Consumer,1790 Noble Brook Run
6246,Melissa,Ramirez,XXXXXXXXX,XXXXXXXXX,Rome,NY,13440.0,EE. UU.,Consumer,2459 Round Spring Towers
8741,Gregory,Smith,XXXXXXXXX,XXXXXXXXX,Vista,CA,92083.0,EE. UU.,Consumer,690 Colonial Pine Passage
8050,Elizabeth,Smith,XXXXXXXXX,XXXXXXXXX,Fort Worth,TX,76106.0,EE. UU.,Consumer,739 Jagged Goose Street
5474,Mary,Sanchez,XXXXXXXXX,XXXXXXXXX,Fond Du Lac,WI,54935.0,EE. UU.,Consumer,29 Gentle Spring Mews
474,Mary,Patton,XXXXXXXXX,XXXXXXXXX,Philadelphia,PA,19139.0,EE. UU.,Consumer,5532 Tawny Pines
12255,Mary,Davis,XXXXXXXXX,XXXXXXXXX,Ontario,CA,91764.0,EE. UU.,Consumer,4502 Hazy Run
10288,Mark,Smith,XXXXXXXXX,XXXXXXXXX,Oviedo,FL,32765.0,EE. UU.,Consumer,6026 Stony Elk Hill
4717,Mary,Sanders,XXXXXXXXX,XXXXXXXXX,Buffalo,NY,14221.0,EE. UU.,Consumer,4903 Lazy Parkway
4799,Paul,Jensen,XXXXXXXXX,XXXXXXXXX,Honolulu,HI,96822.0,EE. UU.,Consumer,3902 Foggy Swale
4533,Walter,Chavez,XXXXXXXXX,XXXXXXXXX,Oceanside,CA,92056.0,EE. UU.,Consumer,990 Dewy Crest
12383,Joyce,Phillips,XXXXXXXXX,XXXXXXXXX,North Tonawanda,NY,14120.0,EE. UU.,Consumer,9899 Hazy Falls
3518,Daniel,Smith,XXXXXXXXX,XXXXXXXXX,Clovis,CA,93611.0,EE. UU.,Consumer,7449 Merry Chase
4674,Mary,Lynn,XXXXXXXXX,XXXXXXXXX,Jamaica,NY,11434.0,EE. UU.,Consumer,7694 Velvet Turnabout
8519,Pamela,Michael,XXXXXXXXX,XXXXXXXXX,Granite City,IL,62040.0,EE. UU.,Consumer,1585 Stony Rabbit Hollow
5302,Betty,Smith,XXXXXXXXX,XXXXXXXXX,Medford,MA,2155.0,EE. UU.,Consumer,2289 Cozy Promenade
3594,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Pomona,CA,91766.0,EE. UU.,Consumer,830 Clear Sky Vale
